ID,Character,Image,Decomposition,Description
1343,毓,4855347.jpg,Component 毓  from woman's-hair 每 měi and  baby-flow 㐬𡿮 liú (see 育𣫺).,
1344,毓,4855637.jpg,Component 毓  from woman's-hair 每 měi and  baby-flow 㐬𡿮 liú (see 育𣫺).,
1345,毓,4855445.jpg,Component 毓  from woman's-hair 每 měi and  baby-flow 㐬𡿮 liú (see 育𣫺).,
1346,毓,4855358.jpg,Component 毓  from woman's-hair 每 měi and  baby-flow 㐬𡿮 liú (see 育𣫺).,
1347,毓,4856586.jpg,Component 毓  from woman's-hair 每 měi and  baby-flow 㐬𡿮 liú (see 育𣫺).,
1348,眢,4856175.jpg,Compound 眢  from eye 目 mù and  phonetic new-moon 夗夘 yuàn.,
1349,眢,4856102.jpg,Compound 眢  from eye 目 mù and  phonetic new-moon 夗夘 yuàn.,
1350,眢,4857750.jpg,Compound 眢  from eye 目 mù and  phonetic new-moon 夗夘 yuàn.,
1351,眢,4857662.jpg,Compound 眢  from eye 目 mù and  phonetic new-moon 夗夘 yuàn.,
1352,眢,4857463.jpg,Compound 眢  from eye 目 mù and  phonetic new-moon 夗夘 yuàn.,
1353,元,4858827.jpg,Component 元 from person 儿 ér and  (rem+ 二 èr above or before) from above 𠄠𠄞丄上 shàng. (name- person-first 元 yuán),(- that which is above 二 or before a man 儿)
1354,元,4858715.jpg,Component 元 from person 儿 ér and  (rem+ 二 èr above or before) from above 𠄠𠄞丄上 shàng. (name- person-first 元 yuán),(- that which is above 二 or before a man 儿)
1355,员,4858557.jpg,Compound 員 older 𪔅 from (rem- (贝)貝 bèi) from  container-ding 鼎 dǐng and  (rem+ 口 kǒu a-circle) name- round-ding (员)員 yuán,"(- round ding, indicating round) (- authority of the ding, indicating an authority)"
1356,员,4858123.jpg,Compound 員 older 𪔅 from (rem- (贝)貝 bèi) from  container-ding 鼎 dǐng and  (rem+ 口 kǒu a-circle) name- round-ding (员)員 yuán,"(- round ding, indicating round) (- authority of the ding, indicating an authority)"
1357,爰,4859983.jpg,Component 爰 from hand-above 爫 zhuǎ and  right-hand 又 yòu and  (rem+ * rope). (name- two-hands 爰 yuán),(- two hands pulling on a string)
1358,袁,4859911.jpg,Compound 袁  from cloths 衣 yī and  (rem- 璧 a round pendent). name- long-robe 袁 yuán,(- original meaning round from the round bi pendent)
1359,袁,4859904.jpg,Compound 袁  from cloths 衣 yī and  (rem- 璧 a round pendent). name- long-robe 袁 yuán,(- original meaning round from the round bi pendent)
1360,袁,4900930.jpg,Compound 袁  from cloths 衣 yī and  (rem- 璧 a round pendent). name- long-robe 袁 yuán,(- original meaning round from the round bi pendent)
1361,袁,4900695.jpg,Compound 袁  from cloths 衣 yī and  (rem- 璧 a round pendent). name- long-robe 袁 yuán,(- original meaning round from the round bi pendent)
1362,远,4900490.jpg,Compound 遠 from road-and-foot 辶辶辵 chuò and  phonetic long-robe 袁 yuán  substitute  phonetic person-first 元 yuán A309 远[遠] new-char 远.,
1363,远,4901716.jpg,Compound 遠 from road-and-foot 辶辶辵 chuò and  phonetic long-robe 袁 yuán  substitute  phonetic person-first 元 yuán A309 远[遠] new-char 远.,
1364,远,4904335.jpg,Compound 遠 from road-and-foot 辶辶辵 chuò and  phonetic long-robe 袁 yuán  substitute  phonetic person-first 元 yuán A309 远[遠] new-char 远.,
1365,曰,4904148.jpg,Component 曰 (name- mouth-speaking 曰 yuē),(- usually indicates someone is talking or has something in his mouth).
1366,月,4904543.jpg,Component 月 name- moon 月 yuè,(- moon 月 in 朔期明望) (- 肉 in 肚背龍有散胜然+200+) (- 舟 in 勝朝朕服俞) (- 貝 in 朋) (- 井 in 青) (- 冃 in 胄) (- phonetic in 塍)
1367,月,4905528.jpg,Component 月 name- moon 月 yuè,(- moon 月 in 朔期明望) (- 肉 in 肚背龍有散胜然+200+) (- 舟 in 勝朝朕服俞) (- 貝 in 朋) (- 井 in 青) (- 冃 in 胄) (- phonetic in 塍)
1368,戉,4905510.jpg,Component 戉 from (rem- 戈 gē). name- weapon 戉 yuè , (- a long handled tool 戈 with a hook blade)
1369,戉,4905636.jpg,Component 戉 from (rem- 戈 gē). name- weapon 戉 yuè , (- a long handled tool 戈 with a hook blade)
1370,岳,4906868.jpg,Compound 嶽 from mountain 山 shān and  law-suit-prison 獄 yù C716 岳<嶽> simp 岳.,
1371,岳,4906886.jpg,Compound 嶽 from mountain 山 shān and  law-suit-prison 獄 yù C716 岳<嶽> simp 岳.,
1372,龠,4906112.jpg,Compound 龠  from inverted-mouth 亼 jí and  (rem+ 冊 cè the flute) and  (rem+ 𠱠 líng holes in the flute) name- music-flute 龠 yuè.,(- mouth 亼 over holes 𠱠 in pan-pipes 冊 - flute)
1373,龠,4907401.jpg,Compound 龠  from inverted-mouth 亼 jí and  (rem+ 冊 cè the flute) and  (rem+ 𠱠 líng holes in the flute) name- music-flute 龠 yuè.,(- mouth 亼 over holes 𠱠 in pan-pipes 冊 - flute)
1374,龠,4907889.jpg,Compound 龠  from inverted-mouth 亼 jí and  (rem+ 冊 cè the flute) and  (rem+ 𠱠 líng holes in the flute) name- music-flute 龠 yuè.,(- mouth 亼 over holes 𠱠 in pan-pipes 冊 - flute)
1375,龠,4908125.jpg,Compound 龠  from inverted-mouth 亼 jí and  (rem+ 冊 cè the flute) and  (rem+ 𠱠 líng holes in the flute) name- music-flute 龠 yuè.,(- mouth 亼 over holes 𠱠 in pan-pipes 冊 - flute)
1376,龠,4908450.jpg,Compound 龠  from inverted-mouth 亼 jí and  (rem+ 冊 cè the flute) and  (rem+ 𠱠 líng holes in the flute) name- music-flute 龠 yuè.,(- mouth 亼 over holes 𠱠 in pan-pipes 冊 - flute)
1377,云,4908170.jpg,Compound 雲 from 云 from rain 雨 yǔ and  cloud-simple 云 yún B128 云[雲] simp 云. (name- cloud (云)雲 yún),(云 pictograph of a cloud) B128 云[雲] always A020 层[層] otherwise (曾)曾 B026 动[動] otherwise (重)重 A240 坛[壇罎] otherwise (亶)亶 B043 会[會] always A313 酝[醖] otherwise (昷)𥁕 A312 运[運] otherwise (军)軍 A350 偿[償] otherwise (赏)賞 B013 尝[嘗] always
1378,云,4909600.jpg,Compound 雲 from 云 from rain 雨 yǔ and  cloud-simple 云 yún B128 云[雲] simp 云. (name- cloud (云)雲 yún),(云 pictograph of a cloud) B128 云[雲] always A020 层[層] otherwise (曾)曾 B026 动[動] otherwise (重)重 A240 坛[壇罎] otherwise (亶)亶 B043 会[會] always A313 酝[醖] otherwise (昷)𥁕 A312 运[運] otherwise (军)軍 A350 偿[償] otherwise (赏)賞 B013 尝[嘗] always
1379,允,4909465.jpg,PComponent 允  from person 儿 ér and  (rem- 厶 sī) from  mouth 㠯 yǐ,"(- a person whose word can be trusted, now meaning consent)."
1380,孕,4909453.jpg,Component 孕 from (rem+ 乃 nǎi stomach-and-breasts) and  child 子 zi. (name- pregnant-woman 孕 yùn),(- 乃 woman's stomach and breasts with a baby inside 子)
1381,孕,4909881.jpg,Component 孕 from (rem+ 乃 nǎi stomach-and-breasts) and  child 子 zi. (name- pregnant-woman 孕 yùn),(- 乃 woman's stomach and breasts with a baby inside 子)
1382,孕,4910959.jpg,Component 孕 from (rem+ 乃 nǎi stomach-and-breasts) and  child 子 zi. (name- pregnant-woman 孕 yùn),(- 乃 woman's stomach and breasts with a baby inside 子)
1383,晕,4910538.jpg,Compound 暈  from sun-day 日 rì and  phonetic army (军)軍𠣞 jūn  simp 晕.,see 暉暈
1384,雥,4910672.jpg,Compound 雥  from three-birds 雥 zá.,
1385,栽,4911774.jpg,Compound 栽  from tree 木 mù and  related phonetic weapon-cut 𢦏𢦔.,
1386,宰,4911263.jpg,Compound 宰  from building 宀 mián and  chisel 辛 xīn.,
1387,宰,4911436.jpg,Compound 宰  from building 宀 mián and  chisel 辛 xīn.,
1388,葬,4912929.jpg,Compound 葬 variant 𦵏 from single-grass 茻𦬇𦬠 mǎng and  person-bone-dead 𣦸死 sǐ C726 葬<𦵏塟> simp 葬. (name- to-bury 葬𦵏 zàng),
1389,责,4912481.jpg,Compound 𧵩 mutant 責  from cowry (贝)貝 bèi and  (rem- 龶) from  related phonetic fire-drill 朿 cì simp 责. (name- debt (责)責𧵩 zé),drill 朿 making hole in shell 貝.
1390,昃,4912513.jpg,Compound 昃 mutant 𣅛  from sun-day 日 rì and  related phonetic slanting 仄 zè.,decline 仄 like the sun 日
1391,曾,4913801.jpg,Compound 曽 mutant 曾  from mouth-speaking 曰 yuē and  (rem- 𡆧) from  field 田 tián and  separation 丷八 bā.,(- original meaning 增加 - to increase) (- original form 丷田 甑 zèng a boiler for steaming rice)
1392,曾,4913968.jpg,Compound 曽 mutant 曾  from mouth-speaking 曰 yuē and  (rem- 𡆧) from  field 田 tián and  separation 丷八 bā.,(- original meaning 增加 - to increase) (- original form 丷田 甑 zèng a boiler for steaming rice)
1393,曾,4913400.jpg,Compound 曽 mutant 曾  from mouth-speaking 曰 yuē and  (rem- 𡆧) from  field 田 tián and  separation 丷八 bā.,(- original meaning 增加 - to increase) (- original form 丷田 甑 zèng a boiler for steaming rice)
1394,乍,4914437.jpg,Component 乍 older 𠆦 name- cloths 乍𠆦 zhà,(original- 𠆦乍作 zuò). Believed to be the stitching of cloths together.
1395,宅,4914309.jpg,Compound 宅 mutant 㡯 from building 宀 mián and  building 广 guǎng-yǎn and support-pole 乇 tuō. (name- building 宅㡯 zhái),(- probably a house roof supported by a pole)
1396,翟,4914859.jpg,Compound 翟 from bird 隹 zhuī and  wings 羽 yǔ. (name- bird-pheasant 翟 dí),(- pheasants are famous for jumping out of the bush and flapping their wings).
1397,占,4915908.jpg,Component 占 from bone-crack 卜 bo and mouth 口 kǒu C740 占<佔> simp 占. (name- to-divine 占 zhàn),(- originally the character was on a bone) 占 24 A349 钻[鑽](赞贊 11) A321 毡[氈](亶亶 11) A240 坛[壇罎](亶亶 11) A322 战[戰](单單 24) A050 点[點] C740 占<佔>
1398,召,4915976.jpg,Compound 召  from mouth 口 kǒu and  phonetic knife 刀 dāo.,
1399,者,4919375.jpg,Component 者 from (rem+ old-man-remnant 耂 ink) and mouth-speaking 曰 yuē. (name- ink-mouth 者 zhě),(- burning tree from which ink soot is collected (- mouth-speaking-yue 曰 (- ink is used to write what is said) (- 耂 is from ink) (- see 書黑𪐗墨)
1400,者,4919226.jpg,Component 者 from (rem+ old-man-remnant 耂 ink) and mouth-speaking 曰 yuē. (name- ink-mouth 者 zhě),(- burning tree from which ink soot is collected (- mouth-speaking-yue 曰 (- ink is used to write what is said) (- 耂 is from ink) (- see 書黑𪐗墨)
1401,者,4919453.jpg,Component 者 from (rem+ old-man-remnant 耂 ink) and mouth-speaking 曰 yuē. (name- ink-mouth 者 zhě),(- burning tree from which ink soot is collected (- mouth-speaking-yue 曰 (- ink is used to write what is said) (- 耂 is from ink) (- see 書黑𪐗墨)
1402,者,4919256.jpg,Component 者 from (rem+ old-man-remnant 耂 ink) and mouth-speaking 曰 yuē. (name- ink-mouth 者 zhě),(- burning tree from which ink soot is collected (- mouth-speaking-yue 曰 (- ink is used to write what is said) (- 耂 is from ink) (- see 書黑𪐗墨)
1403,贞,4920445.jpg,Compound 貞  from bone-crack 卜 bo and  (rem- (贝)貝 bèi) from  container-ding 鼎 dǐng  simp 贞.,(- fire in the ding to crack bones to cast fortune)
1404,贞,4920437.jpg,Compound 貞  from bone-crack 卜 bo and  (rem- (贝)貝 bèi) from  container-ding 鼎 dǐng  simp 贞.,(- fire in the ding to crack bones to cast fortune)
1405,贞,4920655.jpg,Compound 貞  from bone-crack 卜 bo and  (rem- (贝)貝 bèi) from  container-ding 鼎 dǐng  simp 贞.,(- fire in the ding to crack bones to cast fortune)
1406,贞,4921757.jpg,Compound 貞  from bone-crack 卜 bo and  (rem- (贝)貝 bèi) from  container-ding 鼎 dǐng  simp 贞.,(- fire in the ding to crack bones to cast fortune)
1407,朕,4921460.jpg,Compound 朕𦨶𦩎 from (rem- 月 yuè) and  (rem- 关 guān) from  boat 舟 zhōu and  phonetic hold-fire 灷 zhuàn.,(from 朕𦨶𦩎 in  塍𦩱 勝𠢧 剩賸 滕 縢𦪝  螣 誊謄 腾騰 䲢鰧䲍 媵） (from 養 in 鲞鮝鯗)
1408,争,4921891.jpg,Component 争爭 from (rem+ ⺈ rén hand) and  (rem+ 亅 jué rope) from  hand-above 爫 zhuǎ and  square-hand ⺕ yòu F009 争爭 simp 争. (name- two-hands-pull (争)爭 zhēng),(- two hands pulling on a rope)
1409,征,4923590.jpg,Compound 征 from road-left 彳 chì and  phonetic foot-complete 𤴓正 zhèng A326 征[徵] simp 征 --1988 𢽠 (exception- 宫商角徵zhǐ羽). (name- go-on-journey 征 zhēng),
1410,拯,4923391.jpg,Compound 拯  from hand-left 扌 shǒu and  related phonetic two-hands-helping 丞 chéng.,
1411,正,4923805.jpg,Component 正𤴓  from (rem- 一 yī) from enclosure 囗 wéi and foot-forward 龰止 zhǐ. (name- foot-complete 𤴓正 zhèng),(- indicating target 囗 一 reached 止 and completed)
1412,之,4924594.jpg,Component 之㞢𡳿 from foot-forward 龰止 zhǐ and (rem+ 一 yī starting-point). name- foot-moving 之㞢𡳿 zhī,(- sometimes 㞢 is from 生) (inversion- 匝帀-之㞢𡳿) (- from 土士 in 寺)時旹 先 㞷蚩志
1413,戠,4925513.jpg,Compound 戠 from dagger-ax 戈 gē and  mouth-speaking 音 yīn  C761 衹<祇秖> R08 只戠 A329 只[隻衹] simp 只. (name- sentry 戠 zhí),
1414,戠,4925738.jpg,Compound 戠 from dagger-ax 戈 gē and  mouth-speaking 音 yīn  C761 衹<祇秖> R08 只戠 A329 只[隻衹] simp 只. (name- sentry 戠 zhí),
1415,戠,4925974.jpg,Compound 戠 from dagger-ax 戈 gē and  mouth-speaking 音 yīn  C761 衹<祇秖> R08 只戠 A329 只[隻衹] simp 只. (name- sentry 戠 zhí),
1416,戠,4926697.jpg,Compound 戠 from dagger-ax 戈 gē and  mouth-speaking 音 yīn  C761 衹<祇秖> R08 只戠 A329 只[隻衹] simp 只. (name- sentry 戠 zhí),
1417,执,4926917.jpg,Compound 執 older 𡘺 older 𡙕  from (rem- 扌 shǒu cursive) from  (rem- 幸 xìng) from  handcuffs 㚔 niè and  (rem- 丸 wán) from  two-hands 丮 jǐ B130 执[執] new-char 执.,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
1418,执,4926514.jpg,Compound 執 older 𡘺 older 𡙕  from (rem- 扌 shǒu cursive) from  (rem- 幸 xìng) from  handcuffs 㚔 niè and  (rem- 丸 wán) from  two-hands 丮 jǐ B130 执[執] new-char 执.,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
1419,执,4927186.jpg,Compound 執 older 𡘺 older 𡙕  from (rem- 扌 shǒu cursive) from  (rem- 幸 xìng) from  handcuffs 㚔 niè and  (rem- 丸 wán) from  two-hands 丮 jǐ B130 执[執] new-char 执.,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
1420,执,4928895.jpg,Compound 執 older 𡘺 older 𡙕  from (rem- 扌 shǒu cursive) from  (rem- 幸 xìng) from  handcuffs 㚔 niè and  (rem- 丸 wán) from  two-hands 丮 jǐ B130 执[執] new-char 执.,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
1421,执,4928257.jpg,Compound 執 older 𡘺 older 𡙕  from (rem- 扌 shǒu cursive) from  (rem- 幸 xìng) from  handcuffs 㚔 niè and  (rem- 丸 wán) from  two-hands 丮 jǐ B130 执[執] new-char 执.,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
1422,执,4928474.jpg,Compound 執 older 𡘺 older 𡙕  from (rem- 扌 shǒu cursive) from  (rem- 幸 xìng) from  handcuffs 㚔 niè and  (rem- 丸 wán) from  two-hands 丮 jǐ B130 执[執] new-char 执.,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
1423,执,4929285.jpg,Compound 執 older 𡘺 older 𡙕  from (rem- 扌 shǒu cursive) from  (rem- 幸 xìng) from  handcuffs 㚔 niè and  (rem- 丸 wán) from  two-hands 丮 jǐ B130 执[執] new-char 执.,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
1424,执,4929866.jpg,Compound 執 older 𡘺 older 𡙕  from (rem- 扌 shǒu cursive) from  (rem- 幸 xìng) from  handcuffs 㚔 niè and  (rem- 丸 wán) from  two-hands 丮 jǐ B130 执[執] new-char 执.,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
1425,执,4930514.jpg,Compound 執 older 𡘺 older 𡙕  from (rem- 扌 shǒu cursive) from  (rem- 幸 xìng) from  handcuffs 㚔 niè and  (rem- 丸 wán) from  two-hands 丮 jǐ B130 执[執] new-char 执.,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
1426,侄,4930930.jpg,Compound 姪 from female 女 nǚ and  phonetic arrow-arrive 至 zhì C765 侄<姪妷> simp 侄.,
1427,直,4930832.jpg,Component 直𥄂 from  (rem+ 十 shí phonetic)  (rem+丨zhi straight line) and  eye 目 mù  (name- straight-eye 直 zhí),"(- an eye-mu 目 mù and a line, also pronounced zhi indicating the eye that sees straight)  (- a straight line 丨 zhi became 十) (- a carpenters square 𠃊 or nose)"
1428,止,4931238.jpg,Component 龰止  (name- foot-forward 龰止 zhǐ),(- a foot moving forward)
1429,只,4933160.jpg,Compound 隻 from right-hand 又 yòu and  bird 隹 zhuī  C761 衹<祇秖> R08 只戠 A329 只[隻衹] simp 只.,"(- hand holding bird) (- ""a"" bird) (- one as opposed to two 雙)"
1430,只,4934975.jpg,Compound 隻 from right-hand 又 yòu and  bird 隹 zhuī  C761 衹<祇秖> R08 只戠 A329 只[隻衹] simp 只.,"(- hand holding bird) (- ""a"" bird) (- one as opposed to two 雙)"
1431,旨,4934450.jpg,Compound 旨  from person-right 匕 bǐ and  mouth-speaking 曰 yuē. (name- mouth-taste-purpose 旨 zhǐ),
1432,址,4934382.jpg,Compound 阯 from left-wall 阝阜𨸏 fù and  phonetic foot-forward 龰止 zhǐ C757 址<阯> simp 址.,
